rank,artist_names,track_name,source,peak_rank,popularity_float,days_on_chart,daysonchart_float,streams,streams_float,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_genre,date
125,Ado,踊,Universal Music LLC,9,129,612,6.1,43713,0.04,0.7,0.962,1,-0.753,1,0.106,0.153,1.77E-06,0.621,0.767,128.013,210347,4,"j-pop, japanese teen pop",2022-12-31
126,HIRAIDAI,"Stand by me, Stand by you.",avex trax,4,125,842,8.4,43692,0.04,0.7,0.576,3,-5.627,1,0.0363,0.0879,0.0,0.0599,0.561,80.978,193013,4,"j-pop, japanese singer-songwriter, japanese teen pop",2022-12-31
127,Mrs. GREEN APPLE,インフェルノ,Universal Music LLC,13,127,1263,12.6,43130,0.04,0.5,0.918,4,-2.095,1,0.0616,0.00894,0.0,0.643,0.662,92.504,211600,4,"anime rock, j-pop, j-rock",2022-12-31
128,"Mrs. GREEN APPLE, asmi",ブルーアンビエンス,Universal Music LLC,68,132,201,2.0,42681,0.04,0.6,0.906,0,-3.803,0,0.0374,0.0337,0.0,0.116,0.73,106.485,250773,4,"anime rock, j-pop, j-rock",2022-12-31
129,Kanaria,酔いどれ知らず,Kanaria,128,128,16,0.2,42611,0.04,0.8,0.568,6,-6.771,0,0.0431,0.143,0.0123,0.0715,0.92,115.025,134870,4,vocaloid,2022-12-31
130,back number,怪盗,Universal Music LLC,10,123,587,5.9,42597,0.04,0.6,0.847,7,-2.093,1,0.037,0.407,0.0,0.295,0.8,114.028,196226,4,"j-pop, j-rock",2022-12-31
131,8LOOM,君の花になる,Virgin Music Label And Artist Services (S&D),73,122,52,0.5,42482,0.04,0.6,0.747,2,-5.584,1,0.0568,0.329,0.0,0.34,0.583,134.817,244078,4,,2022-12-31
132,Saucy Dog,魔法にかけられて,A-Sketch,52,131,282,2.8,42278,0.04,0.5,0.563,7,-7.686,1,0.0303,0.563,2.24E-05,0.12,0.593,164.058,259353,4,"j-indie, j-pop, japanese alternative rock",2022-12-31
133,TWICE,Celebrate,WM Japan,9,177,159,1.6,41955,0.04,0.8,0.89,7,-2.678,1,0.0573,0.0628,0.0,0.0634,0.864,111.998,188433,4,"k-pop, k-pop girl group, pop",2022-12-31
134,Vaundy,置き手紙,SDR Inc.,52,140,34,0.3,41899,0.04,0.7,0.614,4,-5.571,1,0.0419,0.00769,0.0,0.314,0.534,140.014,239073,4,"j-pop, japanese soul",2022-12-31
135,ano,ちゅ、多様性。,Toys Factory,54,133,39,0.4,41419,0.04,0.6,0.957,11,-3.439,1,0.0429,0.00885,0.000411,0.0727,0.87,153.023,185753,4,alt-idol,2022-12-31
136,結束バンド,あのバンド,Aniplex Inc.,119,138,9,0.1,41206,0.04,0.3,0.974,7,-2.762,0,0.164,0.0011,1.1E-06,0.317,0.275,190.031,213787,4,,2022-12-31
137,結束バンド,忘れてやらない,Aniplex Inc.,103,130,7,0.1,40520,0.04,0.4,0.973,4,-1.752,1,0.0443,0.00233,0.0,0.402,0.735,184.253,223360,4,,2022-12-31
138,結束バンド,転がる岩、君に朝が降る,Aniplex Inc.,91,135,7,0.1,40480,0.04,0.4,0.842,2,-2.158,1,0.0375,0.000161,5.22E-06,0.11,0.559,148.946,271813,4,,2022-12-31
139,Aimer,カタオモイ,Sony Music Labels Inc.,54,141,1397,14.0,40317,0.04,0.6,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,207360,4,"anime, anime rock, j-pixie, j-pop, j-poprock",2022-12-31
140,IVE,ELEVEN,STARSHIP Entertainment,22,157,393,3.9,40151,0.04,0.8,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,178453,4,k-pop girl group,2022-12-31
141,"Creepy Nuts, Ayase, Lilas Ikuta",ばかまじめ,Sony Music Labels Inc.,54,137,287,2.9,40115,0.04,0.6,0.934,10,-3.868,0,0.0498,0.196,0.0,0.506,0.808,90.967,172027,4,"j-pop, j-rock",2022-12-31
142,back number,高嶺の花子さん,Universal Music LLC,7,154,1403,14.0,40082,0.04,0.5,0.923,9,-2.838,1,0.0623,0.066,0.0,0.124,0.343,137.977,294813,4,"j-pop, j-rock",2022-12-31
143,"Repezen Foxx, SPRITE",XOXO,Repezen Foxx,115,150,71,0.7,39485,0.04,0.8,0.789,10,-8.656,1,0.0411,0.207,0.0,0.354,0.336,125.034,149024,4,anime rock,2022-12-31
144,Ryokuoushoku Shakai,キャラクター,Sony Music Labels Inc.,72,142,298,3.0,39001,0.04,0.7,0.913,5,-2.147,1,0.0758,0.15,0.0,0.345,0.594,124.025,249427,4,j-pop,2022-12-31
145,Kep1er,WA DA DA,"WAKEONE, Swing Entertainment",12,160,325,3.3,38979,0.04,0.8,0.907,10,-2.657,1,0.0938,0.00122,3.11E-06,0.213,0.685,126.004,183693,4,k-pop,2022-12-31
146,DISH//,沈丁花,Sony Music Labels Inc.,51,143,422,4.2,38842,0.04,0.6,0.834,8,-3.541,1,0.0299,0.0408,0.0,0.346,0.771,120.039,231610,4,"anime, j-division, j-pop",2022-12-31
147,"MAISONdes, 和ぬか, asmi",ヨワネハキ,Sony Music Labels Inc.,10,152,507,5.1,38560,0.04,0.8,0.814,7,-3.617,1,0.0291,0.0432,8.28E-05,0.168,0.59,108.025,166967,4,japanese teen pop,2022-12-31
148,"HoneyWorks, かぴ",可愛くてごめん,HoneyWorks,67,148,59,0.6,38360,0.04,0.6,0.956,2,-4.249,1,0.0507,0.104,0.0,0.356,0.806,160.031,219893,4,"anime rock, j-division, j-pixie, vocaloid",2022-12-31
149,TWICE,The Feels,WM Japan,10,158,453,4.5,38207,0.04,0.8,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053,4,"k-pop, k-pop girl group, pop",2022-12-31
150,QUEEN BEE,バイオレンス,Sony Music Labels Inc.,107,134,9,0.1,38106,0.04,0.6,0.787,11,-5.293,0,0.0523,0.00382,0.0,0.21,0.768,129.024,232707,4,"anime rock, dance rock, j-rock",2022-12-31
151,Novelbright,ツキミソウ,Universal Music LLC,51,149,746,7.5,37907,0.04,0.5,0.645,6,-3.244,1,0.0352,0.432,0.0,0.231,0.473,77.959,312053,4,"j-pop, j-rock",2022-12-31
152,Uru,それを愛と呼ぶなら,Sony Music Labels Inc.,51,139,244,2.4,37890,0.04,0.5,0.527,10,-5.126,1,0.0342,0.729,0.0,0.0989,0.452,169.974,294667,4,"j-pop, japanese singer-songwriter",2022-12-31
153,Mrs. GREEN APPLE,僕のこと,Universal Music LLC,15,144,1360,13.6,37818,0.04,0.4,0.708,7,-3.825,1,0.0528,0.0129,0.0,0.147,0.454,160.027,321307,4,"anime rock, j-pop, j-rock",2022-12-31
154,"Orangestar, 夏背, ルワン",Surges,U&R records,101,159,363,3.6,37801,0.04,0.6,0.924,5,-4.622,1,0.0534,0.0775,0.0,0.256,0.882,136.95,120876,4,vocaloid,2022-12-31
155,back number,ヒロイン,Universal Music LLC,35,147,849,8.5,37666,0.04,0.4,0.598,7,-3.733,1,0.0296,0.209,0.0,0.218,0.356,76.18,269787,4,"j-pop, j-rock",2022-12-31
156,King Gnu,BOY,Sony Music Labels Inc.,10,169,386,3.9,36814,0.04,0.6,0.802,0,-6.618,1,0.0629,0.0831,0.0,0.361,0.535,109.982,231386,4,"j-pop, j-rock",2022-12-31
157,BTS,Yet To Come,BIGHIT MUSIC,1,161,202,2.0,36803,0.04,0.6,0.885,1,-4.515,1,0.189,0.0432,0.0,0.333,0.683,172.029,193594,4,"k-pop, k-pop boy group, pop",2022-12-31
158,"Tokyo Ska Paradise Orchestra, 石原慎也",紋白蝶 - feat. 石原慎也 (Saucy Dog),cutting edge/JUSTA RECORD,58,146,48,0.5,36763,0.04,0.5,0.878,7,-2.854,0,0.0549,0.106,0.0,0.182,0.609,170.964,284433,4,japanese ska,2022-12-31
159,SUDA MASAKI,虹,Sony Music Labels Inc.,4,155,779,7.8,36712,0.04,0.5,0.622,5,-4.735,1,0.03,0.0643,0.0,0.17,0.327,143.931,257400,4,"anime rock, j-pop, japanese punk rock",2022-12-31
160,Eve,廻廻奇譚,TOYS FACTORY,7,165,723,7.2,36519,0.04,0.6,0.911,5,-3.515,0,0.09,0.0119,0.0,0.119,0.606,92.502,221426,4,"anime, anime rock",2022-12-31
161,OFFICIAL HIGE DANDISM,イエスタデイ,ポニーキャニオン,3,156,1052,10.5,36442,0.04,0.5,0.8,6,-3.687,1,0.0382,0.0442,0.0,0.398,0.56,129.939,299164,4,"anime, anime rock, j-pop",2022-12-31
162,OFFICIAL HIGE DANDISM,ノーダウト,LASTRUM,3,164,1720,17.2,36390,0.04,0.6,0.936,2,-3.185,1,0.0701,0.0585,0.0,0.336,0.792,149.954,202395,4,"anime, anime rock, j-pop",2022-12-31
163,Vaundy,裸の勇者,Sony Music Labels Inc.,51,-1,331,3.3,36068,0.04,0.4,0.888,9,-5.747,0,0.121,0.0127,0.000727,0.2,0.435,163.032,201973,4,"j-pop, japanese soul",2022-12-31
164,Vaundy,Tokimeki,SDR Inc.,52,190,454,4.5,36046,0.04,0.7,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,212000,4,"j-pop, japanese soul",2022-12-31
165,Ed Sheeran,Shape of You,Atlantic Records UK,1,189,2156,21.6,35999,0.04,0.8,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,"pop, singer-songwriter pop, uk pop",2022-12-31
166,"MISIA, HIDE (GReeeeN)",アイノカタチ,Sony Music Labels Inc.,6,153,1324,13.2,35749,0.04,0.4,0.654,6,-6.247,1,0.0335,0.0241,0.0,0.196,0.304,180.043,262693,4,j-pop,2022-12-31
167,Kenshi Yonezu,M八七,Sony Music Labels Inc.,4,171,223,2.2,35628,0.04,0.6,0.719,1,-8.329,1,0.0418,0.3,2.23E-05,0.34,0.334,112.013,263120,4,"anime, j-pop",2022-12-31
168,有華,Partner,flowernote,63,162,220,2.2,35600,0.04,0.8,0.63,9,-5.049,1,0.037,0.108,1.56E-06,0.132,0.836,95.009,174013,4,japanese teen pop,2022-12-31
169,YOASOBI,もう少しだけ,YOASOBI,8,173,574,5.7,35456,0.04,0.7,0.814,8,-3.732,1,0.0287,0.109,0.0,0.119,0.584,99.98,218853,4,"j-pop, japanese teen pop",2022-12-31
170,Ryokuoushoku Shakai,ミチヲユケ,Sony Music Labels Inc.,93,151,55,0.6,35447,0.04,0.6,0.928,1,-1.954,1,0.0856,0.0143,0.0,0.203,0.8,149.951,215600,4,j-pop,2022-12-31
171,Vaundy,東京フラッシュ,SDR Inc.,78,-1,887,8.9,35223,0.04,0.6,0.634,2,-5.508,1,0.0322,0.00255,7.24E-06,0.0456,0.606,97.99,258859,4,"j-pop, japanese soul",2022-12-31
172,結束バンド,カラカラ,Aniplex Inc.,148,167,7,0.1,35156,0.04,0.5,0.942,4,-2.603,1,0.0391,0.00512,3.11E-06,0.106,0.547,94.995,265133,4,,2022-12-31
173,Meghan Trainor,Made You Look,Epic,117,166,24,0.2,34974,0.03,0.8,0.525,10,-3.562,1,0.0665,0.345,1.92E-06,0.0771,0.884,144.981,134256,4,"hip pop, pop",2022-12-31
174,Kenshi Yonezu,感電,Sony Music Labels Inc.,1,168,872,8.7,34971,0.03,0.6,0.723,8,-5.733,0,0.143,0.107,0.0,0.0818,0.688,103.101,264533,4,"anime, j-pop",2022-12-31
175,imase,NIGHT DANCER,Universal Music LLC,57,163,131,1.3,34795,0.03,0.9,0.563,7,-7.899,0,0.0802,0.0879,0.0,0.103,0.872,117.06,210600,4,japanese teen pop,2022-12-31
176,Novelbright,Walking with you,Emperor Mode,13,178,1154,11.5,34544,0.03,0.4,0.969,7,-0.824,1,0.0591,0.00585,0.0,0.533,0.496,92.524,223187,4,"j-pop, j-rock",2022-12-31
177,TOOBOE,錠剤,Sony Music Labels Inc.,57,183,58,0.6,34501,0.03,0.6,0.928,4,-3.226,0,0.0525,0.0215,0.0,0.11,0.681,99.968,204800,4,,2022-12-31
178,Saucy Dog,紫苑,A-Sketch,24,179,88,0.9,34491,0.03,0.5,0.523,0,-6.242,1,0.0263,0.514,0.0,0.138,0.244,83.906,324699,4,"j-indie, j-pop, japanese alternative rock",2022-12-31
179,WurtS,Talking Box - Dirty Pop Remix,Universal Music LLC,83,198,162,1.6,34471,0.03,0.8,0.673,8,-6.6,1,0.0693,0.0979,0.000121,0.0832,0.538,140.045,125200,4,japanese teen pop,2022-12-31
180,Ado,阿修羅ちゃん,Universal Music LLC,52,188,380,3.8,34419,0.03,0.6,0.945,1,-3.957,0,0.161,0.0712,0.0,0.312,0.686,156.048,195080,4,"j-pop, japanese teen pop",2022-12-31
181,Saucy Dog,あぁ、もう。,A-Sketch,61,196,375,3.8,34272,0.03,0.7,0.61,4,-7.469,1,0.0311,0.317,0.0,0.123,0.649,112.124,284335,4,"j-indie, j-pop, japanese alternative rock",2022-12-31
182,Aimyon,愛を伝えたいだとか,WM Japan,4,191,1193,11.9,34167,0.03,0.7,0.85,2,-5.021,1,0.0337,0.0345,1.14E-05,0.0943,0.793,100.008,235241,4,"j-acoustic, j-pop",2022-12-31
183,neguse.,グッドな音楽を,ねぐせ。,53,193,113,1.1,34112,0.03,0.6,0.811,9,-1.824,1,0.0322,0.00281,0.0,0.188,0.875,136.067,215093,4,"japanese teen pop, modern j-rock",2022-12-31
184,Sheena Ringo,丸ノ内サディスティック,Universal Music LLC,37,176,947,9.5,34020,0.03,0.4,0.916,8,-2.909,1,0.118,0.113,0.000398,0.108,0.659,199.694,235867,4,"j-pop, j-rock",2022-12-31
185,8LOOM,HIKARI,Virgin Music Label And Artist Services (S&D),98,174,39,0.4,33737,0.03,0.7,0.79,0,-6.416,1,0.0627,0.254,0.0,0.254,0.405,119.021,243854,4,,2022-12-31
186,Mrs. GREEN APPLE,春愁,Universal Music LLC,60,184,987,9.9,33706,0.03,0.7,0.444,10,-4.903,1,0.0412,0.0121,0.0,0.123,0.739,129.962,183800,4,"anime rock, j-pop, j-rock",2022-12-31
187,結束バンド,なにが悪い,Aniplex Inc.,147,192,7,0.1,33592,0.03,0.6,0.906,0,-1.827,1,0.0357,0.00361,0.0,0.294,0.663,122.053,227360,4,,2022-12-31
188,BLACKPINK,Pink Venom,Universal Music LLC,12,194,133,1.3,33473,0.03,0.7,0.734,4,-6.189,1,0.202,0.0145,0.0,0.217,0.708,180.06,186964,4,"k-pop, k-pop girl group, pop",2022-12-31
189,yama,春を告げる,yama,6,197,938,9.4,33416,0.03,0.5,0.871,11,-5.377,1,0.123,0.0397,0.0,0.357,0.487,120.009,196497,4,"j-pop, japanese teen pop",2022-12-31
190,結束バンド,Distortion!!,Aniplex Inc.,156,175,6,0.1,33374,0.03,0.5,0.95,6,-1.166,1,0.0438,0.0214,7.22E-05,0.631,0.691,176.052,203493,4,,2022-12-31
191,Yuuri,ピーターパン,Sony Music Labels Inc.,51,187,702,7.0,33325,0.03,0.6,0.889,11,-4.285,0,0.0482,0.0251,0.0,0.11,0.448,111.977,214213,4,"j-pop, japanese singer-songwriter, japanese teen pop",2022-12-31
192,Kenshi Yonezu,アイネクライネ,Universal Music LLC,58,185,554,5.5,33236,0.03,0.5,0.868,1,-2.291,1,0.0295,0.0384,0.0,0.297,0.811,173.969,288013,4,"anime, j-pop",2022-12-31
193,Taylor Swift,Anti-Hero,Taylor Swift,58,180,69,0.7,33069,0.03,0.6,0.643,4,-6.571,1,0.0519,0.13,1.8E-06,0.142,0.533,97.008,200690,4,pop,2022-12-31
194,NiziU,Blue Moon,Sony Music Labels Inc.,124,170,32,0.3,33064,0.03,0.6,0.76,9,-3.378,1,0.0368,0.596,0.0,0.166,0.434,90.0,244110,4,j-pop,2022-12-31
195,PornoGraffitti,サウダージ,Sony Music Labels Inc.,123,-1,54,0.5,33020,0.03,0.6,0.956,4,-4.17,0,0.0881,0.0438,0.0,0.323,0.638,120.021,261920,4,"j-pop, j-rock",2022-12-31
196,TK from Ling tosite sigure,first death,Sony Music Labels Inc.,56,172,30,0.3,32971,0.03,0.3,0.969,8,-3.397,1,0.129,1.76E-05,0.00609,0.304,0.168,164.182,241575,4,"j-poprock, j-rock",2022-12-31
197,8LOOM,Forever or Never,Virgin Music Label And Artist Services (S&D),110,186,24,0.2,32550,0.03,0.6,0.894,1,-4.638,1,0.112,0.195,0.0,0.159,0.539,99.968,241864,4,,2022-12-31
198,back number,君の恋人になったら,Universal Music LLC,155,-1,63,0.6,32447,0.03,0.4,0.886,5,-2.06,1,0.0655,0.00166,0.0,0.125,0.393,140.075,244067,4,"j-pop, j-rock",2022-12-31
199,Ado,世界のつづき,Universal Music LLC,12,-1,121,1.2,32365,0.03,0.4,0.327,9,-7.331,1,0.029,0.406,0.0,0.103,0.21,75.209,287987,4,"j-pop, japanese teen pop",2022-12-31
200,Aimer,Deep down,Sony Music Labels Inc.,99,181,25,0.3,32356,0.03,0.2,0.692,5,-5.773,0,0.0514,0.238,0.0,0.224,0.178,158.213,227147,4,"anime, anime rock, j-pixie, j-pop, j-poprock",2022-12-31
136,Sukima Switch,全力少年,Universal Music LLC,65,-1,1028,10.3,47158,0.05,0.6,0.79,2,-4.156,1,0.0263,0.25,0.0,0.299,0.733,133.948,272747,4,"j-pop, j-rock",2022-12-30
182,Tele,ロックスター,Birth Records,140,164,8,0.1,39335,0.04,0.7,0.661,1,-4.706,1,0.032,0.192,0.0,0.0757,0.845,94.997,239626,4,modern j-rock,2022-12-30
195,Tani Yuuki,愛言葉,Valley Records,70,-1,269,2.7,37983,0.04,0.6,0.58,0,-6.029,1,0.0327,0.422,0.0,0.352,0.323,148.079,286547,4,"j-pop, japanese teen pop",2022-12-30
199,マキシマム ザ ホルモン 一部のアニメテーマ専用仮設チャンネル,刃渡り2億センチ(TV edit),WM Japan,27,-1,60,0.6,37302,0.04,0.4,0.902,2,-3.105,1,0.255,0.0267,0.00412,0.147,0.538,145.898,89564,4,,2022-12-30
200,Shota Shimizu,花束のかわりにメロディーを,Sony Music Labels Inc.,66,200,1273,12.7,37026,0.04,0.4,0.483,8,-5.345,1,0.0291,0.0784,1.05E-05,0.276,0.277,129.808,309440,4,j-pop,2022-12-30
89,Mariah Carey,All I Want for Christmas Is You,Columbia,1,61,247,2.5,65276,0.07,0.3,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,241107,4,"dance pop, pop, urban contemporary",2022-12-29
191,"美波, Chippoke Ohashi",水星 × 今夜はブギー・バック nice vocal meets Yuri on ICE,piano,151,165,10,0.1,39599,0.04,0.3,0.35,3,-12.516,1,0.0434,0.502,0.0,0.336,0.457,85.716,237303,4,,2022-12-29
194,Sukima Switch,奏(かなで),Universal Music LLC,19,185,1317,13.2,39499,0.04,0.5,0.666,10,-6.163,1,0.0262,0.553,0.000169,0.0948,0.461,149.839,328627,4,"j-pop, j-rock",2022-12-29
73,SEKAI NO OWARI,silent,Universal Music LLC,3,60,501,5.0,67793,0.07,0.5,0.621,0,-5.319,1,0.0341,0.461,0.0,0.139,0.401,87.96,310373,4,"anime, j-pop",2022-12-28
193,YOASOBI,海のまにまに,YOASOBI,75,176,36,0.4,38042,0.04,0.8,0.456,11,-5.254,0,0.0448,0.385,3.49E-05,0.0655,0.742,97.947,255918,4,"j-pop, japanese teen pop",2022-12-28
195,結束バンド,ひとりぼっち東京,Aniplex Inc.,190,192,3,0.0,37997,0.04,0.4,0.987,0,-2.394,1,0.0962,0.00539,0.0,0.408,0.504,192.021,232240,4,,2022-12-28
198,OneRepublic,I Aint Worried,Interscope Records,94,-1,185,1.9,37612,0.04,0.7,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,"piano rock, pop",2022-12-28
77,Keisuke Kuwata,白い恋人達 2022 Remaster,TAISHITA,24,53,94,0.9,63831,0.06,0.4,0.749,7,-4.04,1,0.0313,0.396,0.000424,0.184,0.356,74.72,282467,4,j-pop,2022-12-27
96,Ariana Grande,Santa Tell Me,Universal Records,2,55,181,1.8,57298,0.06,0.5,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,204093,4,pop,2022-12-27
115,Wham!,Last Christmas,Epic,2,64,178,1.8,52062,0.05,0.7,0.478,2,-12.472,1,0.0293,0.189,2.48E-06,0.355,0.947,107.682,262960,4,"new romantic, new wave, new wave pop, soft rock",2022-12-27
191,BLACKPINK,Shut Down,Universal Music LLC,21,196,99,1.0,38376,0.04,0.8,0.69,0,-5.119,1,0.0454,0.00327,0.0,0.186,0.688,110.071,175889,3,"k-pop, k-pop girl group, pop",2022-12-27
198,BTS,Run BTS,BIGHIT MUSIC,22,-1,98,1.0,37510,0.04,0.7,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,204940,4,"k-pop, k-pop boy group, pop",2022-12-27
101,BoA,メリクリ,avex trax,28,54,69,0.7,55495,0.06,0.4,0.532,1,-6.708,1,0.0304,0.189,0.0,0.059,0.195,121.393,332433,3,k-pop,2022-12-26
114,Bobby Helms,Jingle Bell Rock,Geffen,15,42,65,0.7,52728,0.05,0.8,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,130973,4,,2022-12-26
128,Mariya Takeuchi,すてきなホリデイ,WM Japan,25,50,6,0.1,49623,0.05,0.4,0.457,0,-5.662,1,0.0305,0.592,0.0,0.489,0.621,180.775,277427,4,"classic city pop, idol kayo, japanese singer-songwriter",2022-12-26
140,"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,EMI Catalogue,6,47,70,0.7,46912,0.05,0.3,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,214333,3,"classic rock, rock",2022-12-26
198,back number,大不正解,Universal Music LLC,152,-1,3,0.0,38012,0.04,0.5,0.925,0,-3.203,0,0.143,0.00358,0.0,0.0485,0.584,145.114,211213,4,"j-pop, j-rock",2022-12-26
200,Brenda Lee,Rockin Around The Christmas Tree,MCA Nashville,8,57,97,1.0,37990,0.04,0.6,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,126267,4,"adult standards, easy listening, lounge, rockabilly",2022-12-26
60,Michael Bublé,Holly Jolly Christmas,Reprise,16,41,41,0.4,92548,0.09,0.6,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,119787,4,"adult standards, canadian pop, jazz pop, lounge",2022-12-25
61,"Ed Sheeran, Elton John",Merry Christmas,Atlantic Records UK,39,39,14,0.1,90544,0.09,0.6,0.935,0,-2.018,1,0.0357,0.243,2.36E-06,0.102,0.602,113.99,208547,4,"pop, singer-songwriter pop, uk pop",2022-12-25
63,Kelly Clarkson,Underneath the Tree,RCA Records Label,4,49,72,0.7,83098,0.08,0.5,0.812,8,-5.438,1,0.0537,0.0013,1.99E-05,0.214,0.689,159.876,229640,4,"dance pop, pop, talent show",2022-12-25
66,Bz,いつかのメリークリスマス,VERMILLION RECORDS,56,56,14,0.1,75504,0.08,0.6,0.521,7,-7.517,1,0.0259,0.497,0.0,0.119,0.243,99.893,334319,4,j-pop,2022-12-25
72,AI,ハピネス,EMI Records Japan,63,63,339,3.4,71279,0.07,0.6,0.914,2,-3.316,1,0.115,0.0948,0.0,0.365,0.448,94.004,255760,4,j-pop,2022-12-25
77,José Feliciano,Feliz Navidad,RCA Records Label,64,64,8,0.1,68683,0.07,0.5,0.818,2,-9.642,1,0.0451,0.406,1.93E-06,0.299,0.967,148.733,182307,4,"latin pop, puerto rican pop",2022-12-25
81,The Jackson 5,Santa Claus Is Coming To Town,UMC (Universal Music Catalogue),5,60,22,0.2,66356,0.07,0.7,0.577,0,-11.309,1,0.0352,0.271,0.000786,0.0796,0.943,147.331,143773,4,"motown, soul",2022-12-25
86,Michael Bublé,Its Beginning to Look a Lot like Christmas,Reprise,19,66,57,0.6,64854,0.06,0.3,0.223,4,-11.274,1,0.0338,0.88,5.92E-06,0.343,0.355,92.896,207200,3,"adult standards, canadian pop, jazz pop, lounge",2022-12-25
94,Justin Bieber,Mistletoe,RBMG/Def Jam,9,70,57,0.6,61266,0.06,0.7,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,182947,4,"canadian pop, pop",2022-12-25
97,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Capitol Records,69,69,7,0.1,60077,0.06,0.5,0.24,1,-14.014,1,0.0351,0.912,2.45E-06,0.175,0.701,134.009,117147,4,"adult standards, easy listening, lounge, vocal jazz",2022-12-25
98,鈴木鈴木,ホワイトキス,Suzukisuzuki,39,83,181,1.8,59153,0.06,0.7,0.794,1,-4.807,1,0.0475,0.134,0.0,0.285,0.666,110.018,273493,4,japanese teen pop,2022-12-25
119,The Ronettes,Sleigh Ride,Legacy Recordings,72,72,9,0.1,53187,0.05,0.5,0.772,2,-7.013,1,0.0287,0.403,2.21E-06,0.316,0.853,91.751,181267,4,"brill building pop, classic girl group, motown, rock-and-roll",2022-12-25
122,CHEMISTRY,クリスマス･イブ,Sony Music Labels Inc.,74,74,2,0.0,52356,0.05,0.6,0.756,9,-5.866,1,0.0284,0.594,0.0016,0.194,0.399,117.971,256347,4,j-pop,2022-12-25
129,Paul McCartney,Wonderful Christmastime Edited Version - Remastered 2011 / Edited Version,Paul McCartney Catalog,8,75,45,0.5,49570,0.05,0.8,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,227653,4,"classic rock, mellow gold, rock",2022-12-25
130,The Jackson 5,I Saw Mommy Kissing Santa Claus,UMC (Universal Music Catalogue),76,76,11,0.1,49565,0.05,0.6,0.603,3,-11.652,1,0.0592,0.356,1.51E-05,0.792,0.653,129.204,181200,4,"motown, soul",2022-12-25
131,Andy Williams,Its the Most Wonderful Time of the Year,Columbia/Legacy,42,77,22,0.2,49351,0.05,0.2,0.526,2,-11.656,1,0.0411,0.871,2.34E-06,0.122,0.649,201.739,151000,3,"adult standards, easy listening",2022-12-25
136,Mariah Carey,Oh Santa!,Def Jam Recordings,78,78,7,0.1,48959,0.05,0.7,0.916,11,-3.653,1,0.178,0.0197,2.86E-05,0.22,0.52,78.482,211000,4,"dance pop, pop, urban contemporary",2022-12-25
139,HIRAIDAI,Love & Happiness (Lets Be a Santa),avex trax,114,114,17,0.2,48394,0.05,0.6,0.768,9,-5.612,1,0.027,0.166,0.0,0.178,0.62,149.963,185802,4,"j-pop, japanese singer-songwriter, japanese teen pop",2022-12-25
144,TWICE,Merry & Happy,WM Japan,100,100,21,0.2,47848,0.05,0.7,0.62,10,-4.138,1,0.0387,0.425,0.0,0.0822,0.658,154.026,192571,4,"k-pop, k-pop girl group, pop",2022-12-25
146,Namie Amuro,Christmas Wish,Dimension Point,87,87,4,0.0,47577,0.05,0.4,0.859,10,-4.15,1,0.0481,0.0215,1.53E-05,0.101,0.609,152.426,240067,4,"classic j-pop, j-pop, okinawan pop",2022-12-25
148,"Frank Sinatra, B. Swanson Quartet",Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Columbia/Legacy,40,81,25,0.3,47396,0.05,0.7,0.259,2,-13.336,1,0.0595,0.903,0.0,0.362,0.836,142.169,155453,4,"adult standards, easy listening, lounge",2022-12-25
150,Taylor Swift,Christmas Tree Farm,Taylor Swift,52,90,9,0.1,46811,0.05,0.6,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.437,134.002,228027,4,pop,2022-12-25
151,Yumi Matsutoya,恋人がサンタクロース,Universal Music LLC,93,93,8,0.1,46584,0.05,0.6,0.816,9,-6.208,1,0.0308,0.121,0.0,0.288,0.462,139.023,305703,4,"classic j-pop, j-pop, japanese singer-songwriter",2022-12-25
