rank,artist_names,track_name,source,peak_rank,popularity_float,days_on_chart,daysonchart_float,streams,streams_float,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_genre,date
,Cap Kendricks,DOOM,BMG Rights Management,48,,1462,14.6,180826,0.18,0.7,0.493,9,-8.844,0,0.238,0.0591,0.0193,0.152,0.639,84.019,136786,4,"chillhop, jazz boom bap, lo-fi jazzhop",2004-04-20
,BigKayBeezy,Walk Down (feat. Pooh Shiesty),EMI,57,,211,2.1,274810,0.27,0.7,0.507,0,-5.313,1,0.401,0.0115,0.0,0.209,0.356,144.952,185379,4,"chicago rap, philly drill",2016-11-13
,YG,Perfect Timing,Warner Music Group,0,,1066,10.7,285518,0.29,0.8,0.576,7,-7.838,1,0.375,0.0427,0.0,0.116,0.635,92.979,196129,4,"cali rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2018-11-26
,Jungle Brothers,Doin Our Own Dang,Atlantic Records,56,,212,2.1,249056,0.25,0.8,0.447,6,-14.901,1,0.22,0.155,0.00876,0.108,0.839,113.082,258933,4,"alternative hip hop, east coast hip hop, electro, golden age hip hop, hardcore hip hop, hip hop, hip house, jazz rap, old school hip hop, rap, turntablism",2012-09-11
,Cardi B,Up,Universal Music Group,90,,1128,11.3,277893,0.28,0.9,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4,"dance pop, pop, pop rap, post-teen pop, rap",2021-11-29
,LBS Keevin,Hood Dreams,Warner Music Group,47,,523,5.2,175187,0.18,0.5,0.675,8,-5.456,1,0.308,0.034,0.0,0.105,0.317,169.986,169994,3,florida rap,2006-03-21
,PnB Rock,Rose Gold (feat. King Von),Warner Music Group,66,,622,6.2,198370,0.20,0.6,0.623,0,-5.096,0,0.191,0.184,0.0,0.103,0.529,79.993,192000,4,"melodic rap, pop rap, r&b, rap, trap",2003-05-30
,The Starting 5ive,Somethings Happening,Warner Music Group,35,,1427,14.3,122017,0.12,0.7,0.791,10,-2.881,0,0.158,0.613,0.0,0.13,0.675,96.998,170880,4,jazz rap,2017-04-29
,Coi Leray,BIG PURR (Prrdd) (feat. Pooh Shiesty),EMI,77,,1358,13.6,279885,0.28,0.8,0.412,1,-8.619,1,0.378,0.026,0.0,0.088,0.38,139.943,116760,4,"r&b, trap queen, viral rap",2009-05-03
,Taleban Dooda,Chopstix,Atlantic Records,46,,638,6.4,202922,0.20,0.8,0.674,5,-5.971,0,0.283,0.0474,0.0,0.0697,0.765,130.099,114462,4,florida rap,2020-03-19
,Outkast,ATLiens,EMI,67,,1073,10.7,235257,0.24,0.9,0.734,11,-2.832,0,0.269,0.0296,8.01E-06,0.191,0.608,97.044,230693,4,"atl hip hop, dirty south rap, hip hop, rap, southern hip hop",2014-02-09
,M24,High Right Now,Warner Music Group,59,,1250,12.5,197861,0.20,0.9,0.661,3,-6.71,0,0.259,0.41,0.0,0.0889,0.739,141.894,174557,4,"uk drill, uk hip hop",2009-05-09
,Pop Smoke,What You Know Bout Love,Universal Music Group,87,,273,2.7,230728,0.23,0.7,0.548,10,-8.493,1,0.353,0.65,1.59E-06,0.133,0.543,83.995,160000,4,brooklyn drill,2002-07-22
,Ivy Sole,HEAVY,BMG Rights Management,42,,638,6.4,268933,0.27,0.5,0.768,6,-6.41,1,0.182,0.225,0.0,0.639,0.619,142.067,290850,4,"alternative r&b, escape room, indie r&b, north carolina hip hop",2021-07-12
,Gwendolyn Brooks,Kitchenette,Universal Music Group,8,,967,9.7,142436,0.14,0.7,0.0518,8,-25.159,0,0.444,0.831,0.0,0.0798,0.396,101.497,56880,5,poetry,2006-12-17
,Lil Baby,On Me (Remix) (with Megan Thee Stallion),Sony Music Entertainment,75,,587,5.9,160295,0.16,0.9,0.576,6,-6.433,0,0.334,0.0023,0.0,0.148,0.417,77.983,135445,4,"atl hip hop, atl trap, rap, trap",2006-11-29
,Kamakaze,Safe N Sound,EMI,30,,537,5.4,142133,0.14,0.7,0.628,11,-6.96,0,0.125,0.0468,7.34E-05,0.187,0.208,131.984,163750,4,"grime, uk alternative hip hop",2006-02-19
,Calboy,Ten Toes Down,Atlantic Records,53,,89,0.9,138288,0.14,0.7,0.815,3,-3.825,0,0.0296,0.382,0.0,0.264,0.799,120.004,240120,4,"chicago rap, melodic rap, rap, southern hip hop, trap, vapor trap",2016-04-27
,Demrick,Another Day,Sony Music Entertainment,10,,927,9.3,266010,0.27,0.6,0.896,2,-5.562,1,0.406,0.00276,1.26E-05,0.221,0.362,185.64,136704,4,"canadian hip hop, deep underground hip hop, underground hip hop",2013-03-18
,Axum,Ahla Combina,Atlantic Records,18,,1067,10.7,168617,0.17,0.9,0.789,4,-5.63,0,0.118,0.297,0.0,0.15,0.603,109.965,163587,4,"israeli hip hop, jewish hip hop",2016-11-08
,Dro Kenji,Superstar,EMI,62,,1205,12.1,147604,0.15,0.8,0.53,9,-6.479,0,0.0507,0.00243,0.0,0.154,0.491,111.899,102857,3,sad rap,2011-10-27
,Narissa,Transactions,Warner Music Group,52,,1150,11.5,258988,0.26,0.9,0.363,1,-8.937,1,0.506,0.293,1.02E-06,0.0797,0.61,107.962,152184,4,,2010-01-19
,Young Stoner Life,Solid (feat. Drake),Atlantic Records,86,,1336,13.4,195512,0.20,0.9,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,215693,4,"hip hop, rap, trap",2002-11-22
,Yung Baby Tate,Focused,Atlantic Records,7,,54,0.5,275659,0.28,0.8,0.531,6,-6.763,0,0.0523,0.287,3.69E-05,0.084,0.973,141.02,166951,4,"escape room, trap queen",2005-07-29
,Westside Gunn,The Hurt Business (feat. M V P) - Remix,BMG Rights Management,35,,540,5.4,139276,0.14,0.5,0.876,7,-5.69,1,0.297,0.471,0.0,0.144,0.557,166.715,294825,4,"alternative hip hop, boom bap, buffalo hip hop, hip hop, underground hip hop, upstate ny rap",2019-12-13
,War,Slippin Into Darkness,EMI,53,,197,2.0,107280,0.11,0.7,0.625,4,-8.747,0,0.0729,0.144,0.00658,0.0796,0.655,90.999,227373,4,"classic soul, funk, motown, quiet storm, soul",2012-01-29
,Plan B,Charmaine,BMG Rights Management,34,,308,3.1,277936,0.28,0.8,0.601,10,-4.748,0,0.341,0.412,0.0,0.155,0.793,95.269,226133,4,grime,2010-10-06
,Ezra Collective,Quest For Coin II,EMI,45,,513,5.1,121025,0.12,0.9,0.604,1,-4.184,1,0.377,0.0413,8.91E-05,0.0876,0.492,135.144,176760,4,"british jazz, indie jazz, indie soul, uk contemporary jazz",2017-04-14
,Peled,סחימת,EMI,21,,1365,13.7,273195,0.27,0.9,0.61,4,-5.222,0,0.122,0.122,0.0,0.0947,0.227,137.978,129694,4,"israeli hip hop, israeli trap",2001-11-19
,IDK,Just Like Martin,Warner Music Group,60,,644,6.4,275431,0.28,0.5,0.605,9,-7.802,1,0.315,0.0151,0.00567,0.374,0.44,249.438,153575,3,"dmv rap, hip hop, rap, trap, underground hip hop, vapor trap",2015-07-22
,J. Cole,a m a r i,Universal Music Group,86,,733,7.3,178304,0.18,0.7,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,148421,4,"conscious hip hop, north carolina hip hop, rap",2012-05-06
,Tuff Crew,My Part of Town,Sony Music Entertainment,34,,457,4.6,105991,0.11,0.9,0.805,6,-9.578,0,0.327,0.182,0.0,0.468,0.833,113.993,271333,4,"electro, old school hip hop, philly rap",2003-10-07
,Geto Boys,Damn It Feels Good to Be a Gangsta,Universal Music Group,61,,1263,12.6,280756,0.28,0.8,0.793,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,310600,4,"conscious hip hop, dirty south rap, g funk, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, rap, southern hip hop",2015-06-28
,Lil Peep,Star Shopping,Atlantic Records,84,,1115,11.2,124146,0.12,0.6,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,4,"emo rap, lgbtq+ hip hop",2016-11-20
,Ard Adz,Full Throttle,Universal Music Group,57,,853,8.5,298906,0.30,0.8,0.543,7,-9.568,0,0.334,0.193,0.0,0.163,0.824,139.992,181786,4,"arabic hip hop, grime, uk hip hop",2011-06-18
,Man Parrish,Hip Hop Be Bop (Original Version),Atlantic Records,36,,1014,10.1,143571,0.14,0.8,0.702,1,-13.507,1,0.0898,0.015,0.555,0.115,0.792,115.777,336173,4,electro,2018-04-30
,Da Brat,Funkdafied,Universal Music Group,57,,655,6.6,197552,0.20,0.8,0.461,11,-12.367,0,0.302,0.0757,0.0,0.109,0.74,90.995,185933,4,"chicago rap, gangster rap, hip hop, hip pop, new jack swing, pop rap, r&b, rap, urban contemporary",2012-10-12
,BIA,WHOLE LOTTA MONEY,BMG Rights Management,79,,1378,13.8,279521,0.28,0.9,0.371,1,-5.019,1,0.368,0.0904,0.0,0.325,0.441,81.008,156005,4,"escape room, rap latina, trap queen",2019-08-07
,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),EMI,87,,905,9.1,205482,0.21,0.8,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4,brooklyn drill,2005-10-25
,Aretha Franklin,Call Me,Sony Music Entertainment,46,,217,2.2,150328,0.15,0.5,0.375,7,-11.527,1,0.0341,0.682,1.28E-06,0.458,0.306,118.391,237067,3,"adult standards, classic soul, jazz blues, memphis soul, soul, southern soul",2010-09-18
,Nicki Minaj,Crocodile Teeth (with Skillibeng) - Remix,Sony Music Entertainment,69,,600,6.0,297322,0.30,0.6,0.634,1,-8.91,0,0.356,0.195,0.000107,0.198,0.224,107.008,217883,4,"dance pop, hip pop, pop, pop rap, post-teen pop, queens hip hop",2010-07-09
,Lupe Fiasco,Daydreamin (feat. Jill Scott),EMI,59,,450,4.5,204704,0.20,0.5,0.739,5,-3.573,0,0.0602,0.029,0.0,0.266,0.617,81.37,234307,4,"chicago rap, conscious hip hop, gangster rap, hip hop, political hip hop, pop rap, rap, southern hip hop",2017-11-01
,FCG Heem,Hood Story (feat. NoCap),Sony Music Entertainment,0,,1366,13.7,224931,0.22,0.5,0.501,6,-11.287,0,0.474,0.418,0.0,0.224,0.34,78.036,227973,4,florida rap,2001-09-15
,Kalan.FrFr,No Love ft. Mozzy & Cypress Moreno,BMG Rights Management,45,,1163,11.6,114561,0.11,0.7,0.639,6,-8.138,1,0.388,0.416,0.0,0.116,0.688,99.517,206602,4,"cali rap, pop r&b, west coast trap",2002-10-28
,AJ Tracey,Little More Love,BMG Rights Management,72,,1203,12.0,120448,0.12,0.7,0.762,6,-6.623,1,0.114,0.199,9.89E-06,0.358,0.676,100.08,160000,4,"grime, uk hip hop, ukg revival",2014-02-22
,girlfriends,Congratulations (feat. Jasiah),Sony Music Entertainment,53,,594,5.9,106259,0.11,0.6,0.891,11,-3.6,0,0.128,0.00478,0.0,0.0248,0.831,169.979,114809,4,,2004-07-01
,Dilated Peoples,Work The Angles,Sony Music Entertainment,47,,265,2.7,199347,0.20,0.7,0.767,11,-7.032,0,0.321,0.191,0.0,0.641,0.739,181.33,240667,4,"alternative hip hop, hardcore hip hop, hip hop, turntablism, west coast rap",2019-11-15
,Wes Nelson,Nice To Meet Ya (feat. Yxng Bane),BMG Rights Management,74,,1282,12.8,143577,0.14,0.8,0.719,4,-4.271,0,0.0792,0.081,0.0,0.141,0.336,101.971,181919,4,,2005-09-26
,42 Dugg,Alone (feat. Lil Durk),Universal Music Group,17,,1054,10.5,272217,0.27,0.6,0.466,8,-9.321,0,0.544,0.00716,0.0,0.104,0.593,155.16,226323,4,"detroit trap, rap, southern hip hop, trap",2000-06-22
,Missy Elliott,Sock It 2 Me (feat. Da Brat),BMG Rights Management,53,,33,0.3,191172,0.19,0.9,0.498,8,-9.108,1,0.233,0.00791,0.00375,0.102,0.599,81.997,257467,4,"dance pop, hip hop, hip pop, pop, pop rap, r&b, rap, urban contemporary, virginia hip hop",2017-11-14
,Lxst,Talk to Me,Sony Music Entertainment,8,,735,7.4,299347,0.30,0.7,0.433,8,-9.75,1,0.0673,0.317,0.0,0.131,0.4,82.937,129397,4,"emo rap, sad rap",2002-11-03
,TheHxliday,Wit Dat,EMI,57,,1060,10.6,114647,0.11,0.7,0.54,7,-5.308,0,0.332,0.0114,0.0,0.127,0.432,140.217,164736,4,"sad rap, vapor trap",2007-06-30
,Awon,Everybodys Somebody,EMI,38,,1157,11.6,204603,0.20,0.4,0.839,11,-11.159,1,0.442,0.74,0.0,0.131,0.636,86.609,174731,4,jazz rap,2013-08-14
,Doja Cat,Streets,BMG Rights Management,92,,875,8.8,278931,0.28,0.7,0.463,11,-8.433,1,0.0828,0.208,0.0371,0.337,0.19,90.028,226987,4,"dance pop, pop, pop rap",2004-10-25
,JAHMED,GLIMPSE,EMI,45,,1427,14.3,174815,0.17,0.9,0.6,1,-6.177,1,0.0953,0.000679,0.0,0.0967,0.323,130.05,127400,4,indie hip hop,2015-01-17
,The Five Stairsteps,O-o-h Child,EMI,65,,544,5.4,102744,0.10,0.5,0.754,5,-7.95,0,0.0381,0.00154,2.42E-05,0.678,0.664,88.368,197160,4,"chicago soul, classic soul, motown, soul",2021-11-04
,Butch Dawson,Hummer,Universal Music Group,38,,287,2.9,226288,0.23,0.8,0.678,0,-7.149,0,0.0543,0.0144,0.00156,0.0734,0.101,147.056,93000,4,baltimore indie,2011-10-27
,Busty and the Bass,Go So Far,EMI,38,,703,7.0,185520,0.19,0.7,0.566,1,-6.347,1,0.205,0.258,3.56E-06,0.222,0.557,84.989,242748,4,retro soul,2020-06-30
,Taleban Dooda,More Than Average,BMG Rights Management,48,,972,9.7,276231,0.28,0.8,0.645,10,-5.531,1,0.321,0.197,2.85E-06,0.22,0.415,76.552,183286,4,florida rap,2019-11-11
,Young Dolph,Case Closed,Universal Music Group,68,,1446,14.5,124156,0.12,0.9,0.722,6,-5.185,0,0.198,0.0183,2.35E-05,0.0826,0.51,144.042,227912,4,"gangster rap, hip hop, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",2010-09-23
,Loyle Carner,You Dont Know,Sony Music Entertainment,49,,485,4.9,109286,0.11,0.7,0.83,1,-4.67,0,0.222,0.244,1.69E-06,0.103,0.674,92.147,250451,4,"indie soul, london rap, uk alternative hip hop",2002-09-12
,מבוא הדודאים,פשע מאורגן,Warner Music Group,20,,1183,11.8,173193,0.17,0.8,0.645,8,-7.928,1,0.299,0.102,0.0,0.0469,0.465,141.982,195211,4,israeli trap,2017-02-12
,Leikeli47,Droppin,Atlantic Records,31,,600,6.0,296855,0.30,0.9,0.464,1,-6.676,0,0.287,0.0287,0.000558,0.0989,0.336,140.006,220000,4,"escape room, hip pop, trap queen",2013-05-15
,Kalan.FrFr,Never Lose You,BMG Rights Management,56,,24,0.2,155484,0.16,0.6,0.598,11,-8.339,0,0.0882,0.395,0.0,0.108,0.477,97.697,181867,4,"cali rap, pop r&b, west coast trap",2002-07-10
,BROCKHAMPTON,BUZZCUT (feat. Danny Brown),Warner Music Group,66,,538,5.4,126503,0.13,0.7,0.758,2,-5.576,0,0.268,0.0791,7.08E-06,0.293,0.252,91.983,201160,4,"boy band, hip hop, rap, underground hip hop",2012-07-28
,N.W.A.,Express Yourself - Remix,Universal Music Group,59,,1472,14.7,152176,0.15,0.9,0.803,6,-6.929,0,0.264,0.00204,0.0,0.121,0.752,96.2,261400,4,"conscious hip hop, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, rap, west coast rap",2016-06-29
,DMX,Ruff Ryders Anthem,EMI,2,,1311,13.1,119792,0.12,0.9,0.795,10,-3.89,0,0.272,0.0438,0.0,0.0493,0.695,91.029,212053,4,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap",2001-09-25
,The Sugarhill Gang,Rappers Delight,Atlantic Records,62,,23,0.2,230627,0.23,0.9,0.692,2,-11.665,1,0.244,0.185,1.09E-05,0.0686,0.819,111.782,235840,4,"east coast hip hop, electro, funk, hip hop, hip house, new jersey rap, old school hip hop, rap",2021-07-18
,Cordae,More Life (feat. Q Tip),EMI,64,,596,6.0,156987,0.16,0.6,0.571,6,-6.943,1,0.558,0.343,2.09E-06,0.145,0.347,82.585,191033,4,"dmv rap, hip hop, pop rap, rap, trap, underground hip hop, vapor trap",2015-09-24
,AJ Tracey,Kukoč (feat. NAV),Sony Music Entertainment,68,,538,5.4,190202,0.19,0.7,0.851,9,-6.03,0,0.0672,0.207,0.0,0.296,0.84,141.987,195000,4,"grime, uk hip hop, ukg revival",2021-03-16
,Young Nudy,Childs Play (feat. 21 Savage),Sony Music Entertainment,58,,160,1.6,189350,0.19,0.9,0.454,11,-10.002,0,0.269,0.155,0.000559,0.108,0.337,145.022,185586,4,"hip hop, rap, southern hip hop, trap, underground hip hop, vapor trap",2018-08-09
,Deno,Medicine (feat. Unknown T),Sony Music Entertainment,55,,889,8.9,123771,0.12,0.8,0.676,11,-5.453,1,0.138,0.0948,0.0,0.0586,0.566,141.994,179150,4,uk hip hop,2003-11-25
,Waka Flocka Flame,Hard in Da Paint,Atlantic Records,67,,1210,12.1,294743,0.29,0.6,0.66,11,-5.883,1,0.0839,0.198,0.0,0.365,0.583,71.544,246387,4,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2019-05-19
,JAY1,Patiently,Warner Music Group,63,,1180,11.8,205004,0.21,0.9,0.564,8,-9.221,1,0.307,0.368,0.0,0.112,0.547,141.983,152199,4,uk hip hop,2012-07-07
,BackRoad Gee,Enough is Enough (feat. Lethal Bizzle & Jme),Warner Music Group,45,,1466,14.7,187629,0.19,0.9,0.716,9,-8.186,0,0.331,0.203,0.00197,0.281,0.899,143.09,228187,4,"grime, uk alternative hip hop",2000-05-09
,Gil Scott-Heron,The Revolution Will Not Be Televised,EMI,58,,1095,11.0,197941,0.20,0.6,0.677,11,-12.38,0,0.207,0.535,0.0,0.101,0.96,180.685,185879,4,"conscious hip hop, funk, jazz funk, political hip hop, slam poetry, soul",2008-05-06
,namesbliss,Levels,Atlantic Records,31,,1235,12.4,212370,0.21,0.8,0.658,1,-7.197,1,0.151,0.0289,0.0,0.244,0.647,141.956,145352,4,"gospel drill, uk christian rap",2007-03-23
,Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),BMG Rights Management,61,,1419,14.2,165409,0.17,0.8,0.683,2,-10.889,1,0.164,0.141,0.0,0.342,0.671,101.787,286693,4,"alternative hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, jazz rap, turntablism",2014-01-13
,BigKayBeezy,Walk Down (feat. Pooh Shiesty),Atlantic Records,57,,302,3.0,142205,0.14,0.7,0.507,0,-5.313,1,0.401,0.0115,0.0,0.209,0.356,144.952,185379,4,"chicago rap, philly drill",2016-01-12
,Lakeyah,Poppin,BMG Rights Management,58,,512,5.1,282490,0.28,0.9,0.708,7,-7.488,1,0.144,0.267,0.0,0.366,0.916,77.513,154231,4,pop r&b,2001-02-14
,Afrikan Boy,LITW,EMI,8,,872,8.7,126663,0.13,0.6,0.496,5,-10.92,1,0.0848,0.793,0.0,0.107,0.71,91.266,318232,4,,2000-06-15
,Wallie the Sensei,03 Flow,EMI,0,,1324,13.2,224222,0.22,0.8,0.38,1,-12.778,1,0.183,0.65,0.0,0.0654,0.507,92.008,208500,4,,2016-12-29
,AFN Peso,Boy Please,BMG Rights Management,40,,818,8.2,115468,0.12,0.6,0.677,1,-6.472,1,0.51,0.633,0.0,0.11,0.638,212.166,202970,4,cali rap,2021-03-24
,Black Violin,Stereotypes,Atlantic Records,31,,1277,12.8,276745,0.28,0.3,0.58,2,-8.703,0,0.0573,0.506,7.76E-05,0.147,0.262,157.801,209667,4,"bow pop, pop violin",2000-04-28
,Wu-Tang Clan,C.R.E.A.M.,EMI,74,,675,6.8,143939,0.14,0.5,0.549,11,-10.551,0,0.373,0.57,0.0239,0.127,0.576,180.985,252187,4,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",2017-10-20
,NOROZ,נרקומן,Sony Music Entertainment,31,,619,6.2,195728,0.20,0.6,0.594,4,-6.103,0,0.0732,0.519,0.0,0.0825,0.108,129.861,204827,4,"israeli hip hop, israeli trap",2019-12-11
,Channel Tres,"fuego (feat. Tyler, The Creator)",Universal Music Group,60,,1445,14.5,266690,0.27,0.7,0.504,3,-10.405,0,0.307,0.0162,0.00122,0.432,0.434,114.901,248765,4,"indie soul, la pop",2020-11-02
,iann dior,gone girl,BMG Rights Management,75,,945,9.5,190859,0.19,0.7,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,4,"melodic rap, pop rap",2018-08-31
,BROCKHAMPTON,BUZZCUT (feat. Danny Brown),Warner Music Group,66,,645,6.5,138260,0.14,0.7,0.758,2,-5.576,0,0.268,0.0791,7.08E-06,0.293,0.252,91.983,201160,4,"boy band, hip hop, rap, underground hip hop",2017-06-03
,Filthy Gears,Shift,Universal Music Group,10,,1019,10.2,145465,0.15,0.3,0.88,2,-8.518,1,0.179,0.0295,0.503,0.14,0.138,180.883,250288,5,instrumental grime,2021-10-02
,Shawnna,Gettin Some,Warner Music Group,47,,1103,11.0,140599,0.14,0.8,0.586,4,-6.044,0,0.336,0.0901,0.0,0.0605,0.611,78.054,202760,4,"chicago rap, hip pop, pop rap",2018-03-06
,Peled,אחלום לנצח,EMI,35,,778,7.8,141672,0.14,0.7,0.572,9,-6.762,0,0.0436,0.346,2.29E-06,0.303,0.566,139.063,171799,4,"israeli hip hop, israeli trap",2015-10-21
,Jack Harlow,Already Best Friends (feat. Chris Brown),Atlantic Records,77,,875,8.8,166115,0.17,0.9,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,197031,4,"deep underground hip hop, kentucky hip hop, pop rap, rap",2011-05-05
,Warren G,I Want It All (feat. Mack 10),Atlantic Records,53,,182,1.8,287991,0.29,0.9,0.641,6,-2.988,0,0.279,0.0473,0.0,0.584,0.678,93.526,307827,4,"g funk, gangster rap, hardcore hip hop, hip hop, pop rap, rap, west coast rap",2012-02-17
,Skepta,Too Many Man,BMG Rights Management,48,,269,2.7,212150,0.21,0.7,0.712,7,-8.933,1,0.246,0.0147,0.0,0.146,0.604,129.962,215920,4,"birmingham grime, grime, instrumental grime, rap",2004-09-05
,The Streets,Blinded by the Lights,BMG Rights Management,56,,690,6.9,205996,0.21,0.6,0.701,9,-5.718,0,0.568,0.315,0.0,0.102,0.669,133.046,284600,4,"birmingham hip hop, grime, modern rock, uk garage",2009-12-23
,Public Enemy,He Got Game,BMG Rights Management,59,,1190,11.9,137477,0.14,0.8,0.639,4,-6.607,1,0.185,0.0731,0.0225,0.0612,0.866,97.389,286200,4,"conscious hip hop, east coast hip hop, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop, rap",2005-11-17
,Tuna,אנרגיה,BMG Rights Management,35,,776,7.8,294719,0.29,0.6,0.633,2,-7.469,1,0.1,0.43,0.0,0.12,0.793,86.731,193286,4,"israeli hip hop, israeli pop",2010-01-03
,Lil Mosey,Try Me,Atlantic Records,72,,1277,12.8,180437,0.18,0.9,0.471,2,-8.827,0,0.118,0.058,0.0,0.0991,0.372,95.02,141663,4,"melodic rap, rap, rap conscient, trap, vapor trap",2001-10-20
,EST Gee,Lick Back,EMI,64,,268,2.7,217363,0.22,0.8,0.56,0,-5.679,1,0.276,0.053,0.0,0.114,0.659,160.878,93708,4,kentucky hip hop,2017-06-20
,Gucci Mane,Confused (feat. Future),Atlantic Records,16,,469,4.7,116580,0.12,0.7,0.454,0,-10.96,0,0.191,0.259,0.0,0.457,0.427,161.892,242364,4,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2001-04-21
,Camp Lo,Luchini AKA This Is It,Sony Music Entertainment,33,,738,7.4,214195,0.21,0.6,0.93,6,-6.589,1,0.309,0.0403,0.0,0.335,0.837,81.05,228520,4,"alternative hip hop, bronx hip hop, east coast hip hop, hardcore hip hop, hip hop, jazz rap, southern hip hop",2012-03-20
,Salt-N-Pepa,Shoop,Universal Music Group,68,,395,4.0,179295,0.18,0.9,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,248573,4,"dance pop, girl group, golden age hip hop, hip hop, hip pop, old school hip hop, pop rap, queens hip hop, rap",2015-10-13
,Ghostface600,Paper Planes,Warner Music Group,51,,29,0.3,161246,0.16,0.8,0.545,10,-7.97,0,0.0568,0.437,0.0,0.107,0.456,137.048,139355,4,"uk drill, uk hip hop",2007-03-18
,NLE Choppa,Final Warning,BMG Rights Management,77,,482,4.8,240639,0.24,0.8,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486,156895,4,memphis hip hop,2017-07-16
,Cardi B,Bickenhead,Warner Music Group,58,,485,4.9,160486,0.16,0.9,0.814,7,-5.333,1,0.303,0.154,1.67E-06,0.158,0.907,155.938,181624,4,"dance pop, pop, pop rap, post-teen pop, rap",2010-03-30
,Aya Korem,תופעות לוואי,Universal Music Group,20,,485,4.9,247027,0.25,0.3,0.976,9,-2.9,1,0.188,0.102,8.53E-06,0.556,0.402,88.473,218304,4,israeli singer-songwriter,2008-04-04
,JD Cliffe,Cashew,BMG Rights Management,25,,1500,15.0,154696,0.15,0.7,0.451,11,-9.591,1,0.435,0.33,0.0,0.0955,0.539,74.518,161091,4,,2018-11-02
,Erica Banks,Buss It (feat. Travis Scott),BMG Rights Management,70,,1290,12.9,248149,0.25,0.9,0.529,9,-5.428,1,0.2,0.0699,0.0,0.536,0.8,110.032,188963,4,"trap queen, viral rap",2016-05-29
,Rot Ken,Baby Choppa,Warner Music Group,52,,762,7.6,286140,0.29,0.8,0.578,0,-6.356,1,0.262,0.00299,0.0,0.372,0.705,159.922,144000,4,,2017-07-02
,Hadag Nahash,לייגל אייז,EMI,30,,1435,14.4,173825,0.17,0.5,0.801,5,-6.618,0,0.0631,0.152,1.13E-05,0.126,0.681,172.906,183645,4,"israeli hip hop, jewish hip hop",2007-03-12
,Lil Durk,Stay Down (with 6LACK & Young Thug),Warner Music Group,63,,1124,11.2,276859,0.28,0.8,0.57,3,-8.409,0,0.265,0.0909,0.0,0.0982,0.676,109.07,169330,4,"chicago drill, chicago rap, drill, hip hop, rap, southern hip hop, trap",2016-11-10
,Tyla Yaweh,Stuntin On You (feat. DDG & Dame D.O.L.L.A.) - Remix,Sony Music Entertainment,61,,414,4.1,171252,0.17,0.8,0.669,8,-5.943,1,0.3,0.00928,1.77E-06,0.124,0.774,173.936,183141,4,"cali rap, melodic rap, pop rap, rap, trap",2021-06-25
,Method Man,Da Rockwilder,Warner Music Group,68,,671,6.7,121119,0.12,0.6,0.659,6,-6.995,0,0.406,0.0137,0.0,0.417,0.393,99.137,136093,4,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap, southern hip hop",2003-04-21
,Public Enemy,Rebel Without A Pause,BMG Rights Management,50,,1473,14.7,110782,0.11,0.8,0.692,7,-13.906,1,0.346,0.0127,0.0,0.69,0.651,99.771,302800,4,"conscious hip hop, east coast hip hop, gangster rap, golden age hip hop, hardcore hip hop, hip hop, old school hip hop, political hip hop, rap",2009-10-27
,Peled,מילה,Warner Music Group,16,,328,3.3,249208,0.25,0.5,0.562,0,-7.574,0,0.0902,0.222,0.0,0.227,0.383,121.43,250175,4,"israeli hip hop, israeli trap",2012-03-29
,Polo G,GNF (OKOKOK),Atlantic Records,74,,712,7.1,185054,0.19,0.8,0.659,8,-9.671,1,0.416,0.659,0.0,0.098,0.459,146.022,116256,4,chicago rap,2021-10-01
